Timestamp,OutboundUtilzation (%)
11/25/2017 22:22,36.5766
11/26/2017 1:02,97.833
11/26/2017 1:07,99.4663
11/26/2017 3:42,56.3757
11/26/2017 3:47,55.906
11/26/2017 6:22,62.2849
11/26/2017 6:27,61.2885
11/26/2017 9:02,81.2064
11/26/2017 9:07,96.0473
11/26/2017 11:42,59.592
11/26/2017 11:47,55.8297
11/26/2017 14:22,55.9856
11/26/2017 14:27,54.5511
11/26/2017 17:02,44.2792
11/26/2017 17:07,55.142
11/26/2017 19:42,79.6434
11/26/2017 19:47,78.6543
11/26/2017 22:22,77.2969
11/26/2017 22:27,81.4055
11/27/2017 1:02,90.5265
11/27/2017 1:07,96.254
11/27/2017 3:52,82.1297
11/27/2017 3:57,81.4585
11/27/2017 6:32,54.4992
11/27/2017 6:37,53.6355
11/27/2017 9:12,72.2545
11/27/2017 9:17,77.6583
11/27/2017 11:52,91.7373
11/27/2017 11:57,92.0554
11/27/2017 14:32,94.0507
11/27/2017 14:37,92.6851
11/27/2017 17:12,87.3138
11/27/2017 17:17,87.4637
11/27/2017 19:52,85.5604
11/27/2017 19:57,84.6191
11/27/2017 22:32,80.7262
